Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
19031;Communes;VILLE DE BRIVE;Transition écologique;Amélioration thermique batiment mairie : isolation des combles;200 000,00 €;100 000,00 €;50,00%;45.157661;1.532155
56075;Communes;GUER;Transition écologique;Itinéraire pistes cyclables;200 000,00 €;62 160,00 €;31,08%;47.905338;-2.128563
56244;Communes;SERENT;Transition écologique;Liaisons douces;200 000,00 €;62 160,00 €;31,08%;47.828855;-2.521054
2,46E+13;EPCI;Communauté de Communes de Belle Ile en Mer;Résilience Sanitaire;Modification du refoulement d'Envague (vers Stang Per);200 000,00 €;40 000,00 €;20,00%;47.35210178733901;-3.1566001829018413
33238;Communes;LEOGNAN;Transition écologique;Programme de rénovation énergétique et de mise en accessibilité des écoles de Léognan;200 000,00 €;60 000,00 €;30,00%;44.722531;-0.608087
200039022;EPCI;VITRE COMMUNAUTE;Transition écologique;Réalisation d’un plan de mobilité simplifié;200 000,00 €;30 000,00 €;30,00%;48.11939328230927;-1.2058997460299605
6083;Communes;Menton;Hors thématiques DSIL relance;Réaménagement de la rue Pietra Scritta;200 000,00 €;160 000,00 €;80,00%;43.7915212;7.5008424
200072452;EPCI;FOUGERES AGGLOMERATION;Résilience Sanitaire;Réhabilitation de la station d’épuration de Louvigné du Désert;200 000,00 €;80 000,00 €;40,00%;48.33571798128691;-1.1724567739795462
80561;Communes;Montdidier;Transition écologique;rénovation énergétique du pôle administratif de Montdidier;200 000,00 €;160 000,00 €;80,00%;49.646542;2.570061
200066058;EPCI;CA SAINT-LOUIS AGGLOMÉRATION;Transition écologique;Rénovation toiture pépinière d’entreprises et pose de panneaux photovoltaïques;200 000,00 €;78 680,00 €;39,34%;47.58529208778063;7.5611814585622605
47242;Communes;Saint Front Sur Lémance;Préservation du patrimoine;Restauration de l’église de Saint Front La Lémance : nef et sacristie;200 000,00 €;20 000,00 €;10,00%;44.562359;0.993923
47088;Communes;Escassefort;Préservation du patrimoine;Restauration de la flèche de l’Église : travaux urgent de mise en sécurité des personnes et des biens;200 000,00 €;40 000,00 €;20,00%;44.55139;0.231408
41018;Communes;Blois;Préservation du patrimoine;Restauration de la verrière de la Halle aux grains;200 000,00 €;80 000,00 €;40,00%;47.581175;1.316258
6800;Communes;Cagnes-sur-mer;Transition écologique;Végétalisation de la cour de l’école maternelle Renoir ;200 000,00 €;80 000,00 €;40,00%;43.675531;7.150456
35176;Communes;GUIPRY-MESSAC;Résilience Sanitaire;Travaux d’étanchéification des lagunes de la station d’épuration de Courbouton à Guipry-Messac;201 053,50 €;84 179,00 €;41,87%;47.823747;-1.835706
69138;Communes;MONTROMANT;Transition écologique;Aménagement d’une grange en salle d’activités diverses et des locaux de stokage-extension nord;201 300,00 €;80 520,00 €;40,00%;45.713226;4.535203
73241;Communes;Sainte-Hélène-sur-Isère;Hors thématiques DSIL relance;extension du centre de soins pour l'accueil d'un médecin et d'un autre professionnel de santé;202 019,00 €;50 000,00 €;24,75%;45.607608;6.319724
30325;Communes;Sumène;Transition écologique;aménagement et sécurisation du coeur du village (créer un parking périphérique pour dégager l’espace en centre ville pour des cheminements doux);202 654,00 €;81 061,00 €;40,00%;43.982082;3.722549
200044030;EPCI;Communauté de Communes des 7 Vallées;Résilience Sanitaire;Réalisation de la tranche 5 du réseau d’assainissement collectif sur les communes de Auchy-les-Hesdin et Le parcq (Rue de l’Hermitage à Le Parcq);203 195,21 €;60 958,56 €;30,00%;50.37264014063198;2.037675794918366
200066124;EPCI;Communauté d’Agglomération Gaillac-Graulhet;Transition écologique;raccordement au réseau collectif d’assainissement du lotissement Roudoulou à Brens;203 202,00 €;81 281,00 €;40,00%;43.85404076776909;1.9309438525205151
56117;Communes;LOCMINE;Transition écologique;Réduire l'empreinte énergétique de l'éclairage public;203 333,00 €;31 000,00 €;30,00%;47.880789;-2.835737
85160;Communes;NESMY;Préservation du patrimoine;Travaux de mise aux normes et de sécurité de l’église communale;203 423,12 €;78 500,94 €;38,59%;46.588117;-1.406975
18033;Communes;Bourges;Transition écologique;Réfection des pistes cyclables du Val d’Auron;203 471,00 €;122 083,00 €;60,00%;47.082492;2.3976344
200068880;EPCI;CC Champagne Boischauts;Hors thématiques DSIL relance;Requalification de la ZA Les Noyers à Vatan;203 481,00 €;68 219,03 €;33,53%;47.06915288074596;1.8150482736975573
51380;Communes;MONTMIRAIL;Préservation du patrimoine;Travaux de réfection de l’église de l’Echelle-le-Franc;203 500,00 €;81 400,00 €;40,00%;48.867973;3.558269
29206;Communes;PLOUNEVEZ LOCHRIST;Préservation du patrimoine;restauration de l’église Saint Pierre-Saint Paul – tranche 1;204 061,00 €;90 000,00 €;44,10%;48.620227;-4.197584
200066926;EPCI;Communauté d’Agglomération Grand Auch Coeur de Gascogne;Résilience Sanitaire;installation de conteneurs enterrés à Auch;204 201,00 €;81 680,00 €;40,00%;43.63279788531612;0.589558787068211
45280;Communes;Saint-Gondon;Préservation du patrimoine;restauration de l'église;204 495,43 €;61 349,00 €;30,00%;47.695865;2.541241
62907;Communes;LIBERCOURT;Hors thématiques DSIL relance;Rénovation intérieure de l’école maternelle Jean Jaurès;204 652,40 €;51 163,10 €;25,00%;50.48275;3.007382
84020;Communes;BONNIEUX;Transition écologique;"Rénovation de l’isolation – étanchéité de bâtiment public (groupe scolaire primaire et maternelle) et installation d’une pompe à chaleur 
";204 792,80 €;143 354,96 €;70,00%;43.864798;5.301752
33550;Communes;VILLENAVE D’ORNON;Transition écologique;Rénovation de la chaufferie du gymnase Pierre Brossolette et de la maternelle Jules Michelet;205 000,00 €;41 000,00 €;20,00%;44.7750876767;-0.55453
70080;Communes;Bouhans-et-Feurg;Transition écologique;Réhabilitation de l’ancienne école et création de logements communaux;205 200,00 €;99 450,00 €;48,46%;47.475298;5.50256
66167;Communes;Saillagouse;Transition écologique;écurisation, mise en accessibilité et embellissement du bourg centre;205 945,00 €;69 712,00 €;33,85%;42.458048;2.039942
97310;Communes;ROURA;Hors thématiques DSIL relance;Réfection d’une piste menant à des parcelles agricoles;206 000,00 €;123 500,00 €;59,95%;4.725049;-52.326396
59599;Communes;TOURCOING;Préservation du patrimoine;Remplacement des pinacles de l’église Saint Christophe;206 333,92 €;82 534,00 €;40,00%;50.720765;3.157819
46102;Communes;Figeac;Préservation du patrimoine;signalétique piétonne du centre ville;206 350,00 €;103 175,00 €;50,00%;44.60923;2.024315
241300417;EPCI;Communauté d'agglomération Arles Crau Camargue Montagnette;Transition écologique;Acquisition de 3 mini-bennes à ordure électriques;206 394,78 €;124 992,67 €;60,56%;43.67387536054674;4.6385051022448
80809;Communes;Vismes;Préservation du patrimoine;rénovation et mise en sécurité du château;206 703,64 €;165 362,00 €;80,00%;50.0077;1.679372
10206;Communes;Longsols;Préservation du patrimoine;Travaux de réparation de l’église St Julien et Saint Blaise;206 735,39 €;51 681,00 €;25,00%;48.430872;4.284692
8419;Communes;SIGNY-L’ABBAYE;Transition écologique;Rénovation énergétique de trois logements communaux;207 062,00 €;40 920,00 €;19,76%;49.710885;4.409725
56098;Communes;Lanester;Transition écologique;Aménagement d'une voie verte avenue François Mitterand;208 000,00 €;41 600,00 €;20,00%;47.768762;-3.330799
62645;Communes;OYE-PLAGE;Transition écologique;Rénovation toiture salle de la rette équipement sportif.;208 271,10 €;41 654,22 €;20,00%;50.983764;2.03872
3190;Communes;Moulins;Transition écologique;Ecolé élémentaire Léonard de Vinci et satellite de restauration à Champmilan;208 333,00 €;85 416,65 €;41,00%;46.5660634;3.3329
79049;Communes;BRESSUIRE;Préservation du patrimoine;reconversion d’un ensemble immobilier en pôle social et associatif La Maisonnée, première phase démolition des anciens bâtiments;208 333,00 €;83 330,00 €;40,00%;46.857335;-0.478033
3190;Communes;Moulins;Transition écologique;Travaux de rénovation énergétique : école les Clématites;208 333,00 €;81 249,55 €;39,00%;46.566059;3.332912
28391;Communes;Toury;Transition écologique;Réhabilitation de la mairie (changement des radiateurs, menuiseries et éclairage…);208 391,00 €;83 600,00 €;40,12%;48.190988;1.944343
34215;Communes;Pouzols;Transition écologique;requalification et aménagements de la rue des Fontaine aux Pigeons;208 394,00 €;155 394,00 €;74,57%;43.617492;3.513286
69096;Communes;GRIGNY;Transition écologique;Aménagement du stade Planchon;210 000,00 €;42 000,00 €;20,00%;45.606812;4.783866
29173;Communes;PLONEIS;Transition écologique;Aménagement d'une voie mixte (piétons et vélos), création d'espaces verts et extension d'éclairage public;211 155,00 €;60 000,00 €;28,42%;48.010566;-4.199574
84065;Communes;LAURIS;Transition écologique;Travaux d’aménagement  du lotissement G. Bizet et C. Gounod ( chaussée, abords, mise en sécurité des déplacements vélo et piétons);212 560,80 €;74 396,28 €;35,00%;43.755148;5.307665
12052;Communes;Capdenac Gare;Transition écologique;création d’une chaufferie centrale des bâtiments communaux et rénovation de la cour intérieure du CCAS;213 200,00 €;43 000,00 €;20,17%;44.566594;2.075217
33348;Communes;QUEYRAC;Transition écologique;Travaux de rénovation thermique et d’aménagement d’un batiment pour création dans de  deux commerces et un logement ;213 498,83 €;64 049,65 €;30,00%;45.348591;-1.0024
63090;Communes;Chaptuzat;Hors thématiques DSIL relance;réhabilitation du presbytère;213 609,32 €;21 360,93 €;10,00%;46.026345;3.174017
10392;Communes;Vallant Saint Georges;Préservation du patrimoine;Restauration de l’église Saint Julien - deuxième tranche (maçonnerie, charpente, couverture);213 749,82 €;32 063,00 €;15,00%;48.467393;3.898953
34032;Communes;Béziers;Préservation du patrimoine;réfection des sanitaires aux école Pélisson, Arbousiers et Herriot;214 854,00 €;171 883,00 €;80,00%;43.3487154545;3.232849
1;Autres;Conseil départemental de l'Ain;Préservation du patrimoine;la réalisation de l’opération réfection des façades de la Préfecture et du siège du Département de l’Ain;214 960,00 €;112 413,00 €;52,29%;46.20220458972774;5.221504594041939
11074;Communes;Les Casses;Préservation du patrimoine;aménagement et requalification des espaces publics - tranche 1;214 995,00 €;55 899,00 €;26,00%;43.424698;1.86577
29024;Communes;Carhaix-Plouguer;Préservation du patrimoine;Aménagement des abords de l'église Sainte Anne et travaux de conservation de la chapelle;215 000,00 €;89 500,00 €;41,63%;48.2704442;-3.5627262
53062;Communes;CHÂTEAU-GONTIER-SUR-MAYENNE;Transition écologique;Plan d'aménagement des voies douces - 1ère phase;215 000,00 €;96 750,00 €;45,00%;47.818831;-0.687136
243500139;EPCI;RENNES METROPOLE;Transition écologique;Rénovation des éclairages des stations de métro de la ligne A;215 987,00 €;127 700,00 €;59,12%;48.09304607436613;-1.6751776828905418
29020;Communes;BRIEC;Préservation du patrimoine;Dans un souci de préservation du patrimoine public historique et culturel présent sur la commune, la municipalité souhaite réaliser des travaux d'entretien de deux de ses chapelles à savoir Sainte Cécile et Trolez;216 000,00 €;38 200,00 €;17,69%;48.097849;-4.007598
2E+13;EPCI;CCBuëch Dévoluy;Hors thématiques DSIL relance;Réalisation d'hébergements et d'équipements publics rendus nécessaires par l'accroissement du nombre d'habitants;216 000,00 €;53 762,40 €;24,89%;44.53457277132899;5.823915698109472
68173;Communes;LABAROCHE;Résilience Sanitaire;réhabilitation de l’unité de traitement de « la goutte »;216 000,00 €;43 200,00 €;20,00%;48.106187;7.203925
200067981;EPCI;Guingamp Paimpol Agglomération;Résilience Sanitaire;"Collecte et traitement des eaux usées et réduction des eaux parasites, avenue Pierre Perron à Bégard
Projet n° 9";216 075,00 €;172 860,00 €;80,00%;48.560699661377136;-3.146677306696787
35308;Communes;MESNIL ROCH;Transition écologique;Restructuration restaurant administratif (étanchéité façades, couverture, menuiseries extérieures, ventilation…);216 156,00 €;108 078,00 €;50,00%;48.470562;-1.886403
56178;Communes;PONTIVY ;Transition écologique;cheminement doux;216 666,00 €;73 000,00 €;79,85%;48.064656;-2.969934
246800726;EPCI;CA COLMAR AGGLOMÉRATION;Transition écologique;Développement station GNV du réseau de bus ;216 667,00 €;43 333,00 €;20,00%;48.080274938757476;7.358205638013344
23082;Communes;FLEURAT;Transition écologique;Travaux de rénovation thermique, de réhabilitation de 3 maisons mitoyennes en logement;216 739,15 €;75 858,70 €;35,00%;46.241098;1.68065
60447;Communes;NERY;Préservation du patrimoine;Sauvetage et sécurisation de la Chapelle Saint Rieul – Hameau de Verrines – 2ème tranche;217 125,00 €;65 137,50 €;30,00%;49.278768;2.775934
240900456;EPCI;Communauté de communes du Pays de Mirepoix;Transition écologique;signalisation touristique du Pays de Mirepoix;217 900,00 €;20 000,00 €;9,18%;43.08785579865197;1.8713667772970535
37194;Communes;Reugny;Résilience Sanitaire;Travaux de réhabilitation du réseau d’assainissement des eaux usées;218 000,00 €;109 000,00 €;50,00%;47.480698;0.882213
69266;Communes;VILLEURBANNE;Transition écologique;Désimperméabilisation du Parvis du Rize;218 398,00 €;65 498,00 €;29,99%;45.78097345;4.89802
67035;Communes;BERSTHEIM;Transition écologique;Travaux d’économie d’énergie dans le cadre de la création d’une salle culturelle;218 492,00 €;17 000,00 €;7,78%;48.790614;7.674974
242900314;EPCI;BREST METROPOLE;Préservation du patrimoine;Sécurisation des falaises du port route du Vieux Saint Marc à Brest;219 000,00 €;100 000,00 €;45,66%;48.39374537316273;-4.482863867360755
59392;Communes;MAUBEUGE;Transition écologique;rénovation de la salle des fêtes de Douzies;219 428,00 €;87 771,00 €;40,00%;50.281355;3.959016
35085;Communes;COMBOURG ;Préservation du patrimoine;Rénovation d’une gloriette classée Patrimoine Architectural Exceptionnel valant SPR (Site Patrimonial Remarquable) ;219 465,84 €;65 839,75 €;30,00%;48.411952;-1.729469
93071;Communes;SEVRAN;Transition écologique;Acquisition de 12 véhicules propres pour le parc automobile de la commune;219 568,00 €;100 000,00 €;45,54%;48.93794;2.531286
33122;Communes;CESTAS;Résilience sanitaire;Renouvellement de la canalisation d’assainissement – Avenue de Pierreton ;219 868,95 €;65 960,69 €;30,00%;44.737498;-0.70525
54129;Communes;Cirey-sur-Vezouze;Résilience Sanitaire;Installation d’une chaufferie biomasse;220 000,00 €;55 000,00 €;25,00%;48.580574;6.943391
66;Autres;Conseil départemental Pyrénées Oriantales;Transition écologique;réfection des plateformes des quais du port de commerce de Port Vendres;220 000,00 €;110 000,00 €;50,00%;42.69949039099606;2.8930905337662387
248719312;EPCI;Communauté Urbaine de Limoges;Résilience sanitaire;Réhabilitation d’un collecteur d’assainissement unitaire – boulevard Bel Air – commune de Limoges;220 000,00 €;66 000,00 €;30,00%;45.833977051637696;1.252173049653053
42053;Communes;Chateauneuf;Transition écologique;Rénovation de la salle des Pervenches;220 000,00 €;66 000,00 €;30,00%;45.520875;4.634848
62082;Communes;BARASTRE;Transition écologique;Aménagement et extension de la cantine-garderie;220 452,86 €;77 158,50 €;35,00%;50.075689;2.932159
69215;Communes;SAINT JULIEN;Transition écologique;Rénovation de deux logements dans l’ancienne Cure;221 642,00 €;44 329,00 €;20,00%;46.0259;4.651552
21231;Communes;Dijon;Transition écologique;Réalisation de travaux de rénovation thermique et de ventilation au gs montmuzard;222 000,00 €;125 000,00 €;56,31%;47.3319381;5.0348523075
59173;Communes;DEULEMONT;Résilience Sanitaire;Réaménagement des sanitaires de l’école Georges Guynemer;222 186,67 €;33 328,00 €;15,00%;50.728271;2.969861
12172;Communes;Nayrac;Résilience Sanitaire;création d’une Maison d’Assistantes Maternelles dans le rez-de-chaussé de l’ancienne Poste ;222 530,00 €;21 759,00 €;9,78%;44.612882;2.662282
62710;Communes;RIMBOVAL;Hors thématiques DSIL relance;Travaux de sécurisation de la rue de Fruges et collecte des eaux pluviales (inondations);222 547,65 €;20 000,00 €;8,99%;50.507422;1.989313
93008;Communes;BOBIGNY;Transition écologique;Travaux d’aménagement de jardins partagés dans le cadre du développement de l’agriculture urbaine de la commune, dans les lieux suivants : la Ferme de la Gaité, les jardins Wallon, du Carré rouge et du «36 quai des vignes ».;223 014,10 €;128 000,00 €;57,40%;48.907363;2.443344
200072452;EPCI;FOUGERES AGGLOMERATION;Résilience Sanitaire;Réhabilitation du réseau d’assainissement de Beaucé;223 200,00 €;89 200,00 €;39,96%;48.33543808165621;-1.171984704376971
23227;Communes;ST PARDOUX MORTEROLLES;Résilience sanitaire;Création d'une unité de traitement de l’eau potable;223 535,70 €;178 828,00 €;80,00%;45.897455;1.820351
26025;Communes;BARNAVE;Transition écologique;installation d’un réseau de chaleur au bois déchiqueté pour le chauffage de la mairie, de la salle dite « ancienne école » et des logements sociaux;223 581,00 €;100 000,00 €;44,73%;44.663102;5.391297
33249;Communes;LORMONT;Préservation du patrimoine;Réhabilitation Lavoir Blanchereau (patrimoine communal);223 761,39 €;67 128,42 €;30,00%;44.875952;-0.516136
56007;Communes;Auray;Transition écologique;Piste cyclable avenue de l'océan;224 000,00 €;42 100,00 €;18,79%;47.668099;-2.990838
33229;Communes;Lanton;Préservation du patrimoine;"Reconstruction de la halte de cassy
Salle polyvalente associative";224 260,00 €;67 278,00 €;30,00%;44.729138;-1.036716
37054;Communes;Chanceaux sur Choisille;Préservation du patrimoine;Travaux de restauration de l’église Saint Martin;224 509,45 €;43 421,00 €;19,34%;47.473883;0.704506
74112;Communes;Epagny - Metz-Tessy;Transition écologique;Création d’une liaison mode doux rue des Lucioles;224 965,00 €;44 993,00 €;20,00%;45.928252;6.080605
200036507;EPCI;Syndicat mixte de la ligne des Cévennes;Transition écologique;aménagement de la voie verte – sécurisation tunnel de Jalcreste ;225 047,00 €;45 038,00 €;20,01%;44.12460214755551;4.081359812275283
90053;Communes;Grandvillars;Hors thématiques DSIL relance;Viabilité et aménagement d’un nouveau quartier place Charles de Gaulle;225 430,50 €;85 000,00 €;37,71%;47.537465;6.974306
19202;Communes;SAINTE FEREOLE;Transition écologique;Programme d’auto consommation collective avec pose de panneaux photovoltaiques;225 800,00 €;90 320,00 €;40,00%;45.228689;1.594113
80070;Communes;Beauquesne;Préservation du patrimoine;rénovation du clocher de l’église;226 350,00 €;67 905,00 €;30,00%;50.084377;2.393619
62263;Communes;DAINVILLE;Transition écologique;Rénovation énergétique de la salle polyvalente Montesquieu;227 000,00 €;90 800,00 €;40,00%;50.279468;2.726093
59368;Communes;LA MADELEINE;Transition écologique;Rénovation thermique des toitures des écoles Kléber et Rostand;227 697,76 €;93 931,00 €;41,25%;50.655108;3.069899
29095;Communes;KERSAINT-PLABENNEC;Transition écologique;Rénovation d’un bâtiment communal, route de Kéralias;227 784,00 €;40 000,00 €;17,56%;48.475301;-4.361077
29031;Communes;CLOHARS CARNOET;Transition écologique;pose de panneaux photovoltaïques sur bâtiments communaux;229 150,00 €;114 575,00 €;50,00%;47.79833;-3.574298
33132;Communes;COMPS;Préservation du patrimoine;Parc des sources – Renforcement de  l’attractivité et dynamisation du territoire communal;229 412,50 €;91 765,00 €;40,00%;45.066535;-0.595749
66136;Communes;Perpignan;Préservation du patrimoine;mise en accessibilité de la salle Arago à l’hôtel de ville ;229 762,00 €;104 000,00 €;45,26%;42.7029977;2.902863
53172;Communes;ORIGNE;Transition écologique;Réhabilitation de l'ancien presbytère en logement locatif;229 833,00 €;20 420,50 €;8,88%;47.953828;-0.729398
80554;Communes;Molliens Dreuil;Résilience Sanitaire;travaux d’assainissement préalable aux travaux de la station d’épuration;231 150,80 €;32 407,64 €;14,02%;49.886251;2.02179
200023737;EPCI;Communauté d’Agglomération Grand Cahors;Résilience Sanitaire;réhabilitation du réseau d’assainissement Cahors-Bégoux;232 000,00 €;138 508,00 €;59,70%;44.44628527734447;1.439951523786302
253200380;EPCI;Syndicat Intercommunal d’Adduction en Eau Potable Aubiet et Marsan;Résilience Sanitaire;renouvellement du réservoir d’eau potable;232 253,00 €;69 675,00 €;30,00%;43.646334197914236;0.7767445236976154
200033579;EPCI;COMMUNAUTE URBAINE D’ARRAS;Transition écologique;Renouvellement des installations d'éclairage public de la zone Artoipôle;232 602,00 €;69 780,60 €;30,00%;50.28236155441066;2.7611139230850203
86160;Communes;Mirebeau;Préservation du patrimoine;Travaux d’urgence sur le clocher de l’église Notre-Dame de Mirebeau et rénovation de la toiture située sous le clocher;232 672,00 €;69 801,00 €;30,00%;46.793172;0.203798
16046;Communes;Coteaux du Blanzacais;Résilience sanitaire;Acquisition d’un groupe médical;233 284,30 €;58 321,00 €;25,00%;45.459633;0.021918
6400;Communes;Cannes;Transition écologique;Réaménagement des espaces verts du square des Oliviers  ;233 334,00 €;116 667,00 €;50,00%;43.555469;7.004586
89024;Communes;Auxerre;Hors thématiques DSIL relance;Travaux d’optimisation immobilière du groupe scolaire Saint-Siméon – bâtiments Colette et Marie-Noël (phase 2);234 167,00 €;128 434,00 €;54,85%;47.790594;3.579686
21373;Communes;Mâlain;Transition écologique;Réhabilitation de la mairie;234 470,30 €;138 140,00 €;58,92%;47.324879;4.798876
200066363;EPCI;Communauté de Communes Haute Ariège;Résilience Sanitaire;aménagement de locaux de restauration collective sur les communes de Querigut et Val de Sos;234 990,00 €;103 396,00 €;44,00%;42.76047172055947;1.7629675349288423
246700488;EPCI;Eurométropole de Strasbourg;Transition écologique;Aménagement d’une piste cyclable dans le cadre de l’élargissement du Pont sur le canal du Rhone au Rhin sur la Rue du Tramway -ESCHAU;235 173,00 €;115 377,00 €;49,06%;48.573108852908106;7.752297229896945
3109;Communes;Escurolles;Transition écologique;Restructuration de l’école maternelle (phases 3 et 4);235 772,00 €;117 887,00 €;50,00%;46.143318;3.270768
87018;Communes;Blond;Transition écologique;Isolation thermique d’un bâtiment communal;235 853,50 €;84 574,77 €;35,86%;46.050154;1.012754
31526;Communes;La-Salvetat-Saint-Gilles;Transition écologique;rénovation énergétique et contrôle d’accès et d’intrusion de l’espace Boris Vian;235 907,00 €;117 953,00 €;50,00%;43.575052;1.264553
7119;Communes;LE LAC D’ISSARLES;Préservation du patrimoine;Pont de la Veyradeyre;236 000,00 €;94 400,00 €;40,00%;44.82281;4.076462
62588;Communes;MONTREUIL-SUR-MER;Résilience Sanitaire;réfection de la toiture de la salle Rheinberg;236 169,18 €;129 893,05 €;55,00%;50.464285;1.764471
2298;Communes;ETREUX;Préservation du patrimoine;Réhabilitation de la halte nautique rue du Gard;236 438,60 €;118 219,30 €;50,00%;49.996456;3.665524
66074;Communes;Eus;Transition écologique;embellissement et aménagement en voies douces piétonnières des rues et places;236 634,00 €;165 644,00 €;70,00%;42.639751;2.460346
73211;Communes;Queige;Préservation du patrimoine;restauration de l'église Sainte Agathe (façades, éclairage, sonorisation, …) et protection des objets classés et inscrits;236 891,67 €;60 000,00 €;25,33%;45.709203;6.460476
250901873;EPCI; Syndicat Mixte des Eaux et de l’Assainissement de l’Ariège;Résilience Sanitaire;création d’une canalisation d’adduction d’eau potable sur la commune d’Auzat.;237 160,00 €;100 453,00 €;42,36%;43.04564948537867;1.6272457456087377
9225;Communes;Pamiers;Préservation du patrimoine;extension de l’école Gabriel Fauré – création  d’une 5ème classe et de deux ateliers;237 185,00 €;189 748,00 €;80,00%;43.12765;1.62167
86274;Communes;LES TROIS-MOUTIERS;Transition écologique;Rénovation thermique de l’ancienne gendarmerie pour la création d’une résidence de jeunes travailleurs;237 354,00 €;118 677,00 €;50,00%;47.064039;0.014274
70310;Communes;Lure;Transition écologique;Réfection du gymnase Trahin;237 950,72 €;71 385,22 €;30,00%;47.684192;6.497007
200041317;EPCI;Communauté d'agglomération du Niortais;Résilience sanitaire;renouvellement du réseau assainissement à Coulon;238 075,00 €;45 000,00 €;18,90%;46.319379914608554;-0.483443037053609
29103;Communes;LANDERNEAU;Préservation du patrimoine;aménagement des abords de la cité Caventou;238 188,00 €;25 000,00 €;10,50%;48.4506953;-4.2608874
1435;Communes;Versonnex;Transition écologique;Voie verte, route de Collex-Bossy- Aménagement de mode doux;238 625,00 €;71 588,00 €;30,00%;46.301902;6.101848
59445;Communes;Ohain;Transition écologique;Rénovation et réaménagement durable du centre bourg;238 805,00 €;71 642,00 €;30,00%;50.037093;4.117118
89024;Communes;Auxerre;Hors thématiques DSIL relance;Aménagement d’un conservatoire à rayonnement départemental à Auxerre – 1ère tranche;239 185,00 €;72 306,00 €;30,23%;47.790599;3.579681
32013;Communes;Auch ;Transition écologique;rénovation énergétique à l’école ARAGO ;239 230,00 €;95 692,00 €;40,00%;43.656961;0.57082
48137;Communes;Saint Bauzile ;Transition écologique;aménagement du vieux village de Rouffiac ;239 490,00 €;143 694,00 €;60,00%;44.481528;3.5034
2B009;Communes;Aléria;Hors thématiques DSIL relance;Construction d’un CLSH;240 000,00 €;96 000,00 €;40,00%;42.107847;9.487571
5003;Communes;Aiguilles;Transition écologique;Travaux de rénovation énergétique du bâtiment le Grand Laus installation d’une chaudière à granulés;240 000,00 €;72 000,00 €;30,00%;44.782136;6.865325
33435;Communes;Saint Macaire;Préservation du patrimoine;restauration du clos et couvert de la maison forte de Tardes ( salles voutées et rempart);240 675,10 €;120 337,55 €;50,00%;44.56606;-0.227838
85020;Communes;BENET;Transition écologique;Création de déplacements actifs;240 735,03 €;120 367,51 €;50,00%;46.367479;-0.633366
1160;Communes;Ferney-Voltaire;Transition écologique;Création d’un maillage doux (piéton-cycle) entre le centre-ville et les infrastructures sportives;240 750,00 €;72 225,00 €;30,00%;46.253847;6.113573
200073419;EPCI;COMMUNAUTE D’AGGLOMERATION DU PUY EN VELAY;Préservation du patrimoine;mise aux normes des installations du Tir Sportif de Beaulieu et notamment travaux de traitement de l'air;241 385,00 €;56 639,00 €;23,46%;45.047805243724035;3.876818370194881
242900314;EPCI;BREST METROPOLE;Préservation du patrimoine;Remplacement des garde-corps et des candélabres sur le pont du Forestou à Brest;241 420,00 €;120 000,00 €;49,71%;48.393751040425016;-4.482912230786004
29124;Communes;LESNEVEN;Préservation du patrimoine;Reconstruction de la toiture du musée du Léon;242 000,00 €;45 000,00 €;18,60%;48.57924;-4.3149072
71047;Communes;Bourbon-Lancy;Transition écologique;"Réhabilitation du Château Sarrien
";242 248,00 €;74 377,00 €;30,70%;46.617705;3.759583
244200770;EPCI;SAINT ETIENNE METROPOLE;Transition écologique;Résorption de la friche industrielle Tissafil à la Grand Croix;242 531,00 €;131 250,00 €;54,12%;45.44008779519228;4.398214430044986
255801185;EPCI;SIEEEN;Transition écologique;Création d’une chaufferie bois et d’un réseau de chaleur à Pougny;242 564,54 €;96 913,00 €;39,95%;46.987300958757835;3.1585862926320423
16366;Communes;Segonzac;Transition écologique;Travaux de réhabilitation de la salle des aînés;242 830,00 €;72 849,00 €;30,00%;45.612705;-0.215229
63178;Communes;Issoire;Hors thématiques DSIL relance;Aménagement de l’esplanade Jean-Baptiste Muratore;243 000,00 €;60 750,00 €;25,00%;45.54341234;3.243035
21369;Communes;Magny-Saint-Médard;Hors thématiques DSIL relance;Création de deux logements dans le bâtiment de la mairie;243 144,22 €;61 000,00 €;25,09%;47.378945;5.252614
31281;Communes;Launac;Résilience Sanitaire;construction centre municipal de santé;244 080,00 €;77 383,00 €;31,70%;43.74952;1.178087
245300223;EPCI;CC DU PAYS DE MESLAY GREZ;Résilience Sanitaire;MARPA – Rénovation des 18 logements, salle de restauration et accueil;244 359,31 €;32 179,50 €;50,00%;47.94947727607919;-0.5424459398999683
28085;Communes;Chartres;Transition écologique;Remplacement de luminaires par des leds;244 737,00 €;97 800,00 €;39,96%;48.446525;1.502286
33483;Communes;SAINT SULPICE CAMEYRAC;Préservation du patrimoine;eglise de cameyrac;246 000,00 €;53 480,40 €;21,74%;44.901703;-0.379722
81140;Communes;Lavaur;Préservation du patrimoine;restauration du portail gothique de la cathédrale Saint Alain ;246 000,00 €;98 400,00 €;40,00%;43.70511;1.800313
245900410;EPCI;Métropole européenne de Lille;Transition écologique;Mise en lumière de la rue couverte au sein de la Condition Publique à Roubaix;246 264,77 €;107 395,00 €;43,61%;50.63092782251678;3.077738832228262
