Code insee;Bénéficiaires;Communes;Projets;Détails;Coût ;"Subvention DSIL ""classique""";Subvention DSIL exceptionnelle;latitude;longitude
200060010;EPCI;CA DES MAUGES;Préservation du patrimoine;Synergie, espace collaboratif et contributif (acquisition ancien site entreprise Lacroix);1 000 000,00 €;650 000,00 €;65,00%;47.20861364310563;-0.9820702539461331
200060457;EPCI;CADEMA;Transition écologique;Mise en place de trois dechetteries mobiles;1 000 176,00 €;200 000,00 €;20,00%;-12.780072410812979;45.23257943128817
57433;Communes;Maizières-lès-Metz;Transition écologique;Aménagement, réparation et mise en conformité du complexe sportif Camille MATHIEU;1 004 053,33 €;353 375,00 €;35,19%;49.212658;6.154495
200043321;EPCI;Communauté de Communes du Pays de Montereau;Transition écologique;rénovation de l'éclairage public – phase 1;1 004 193,00 €;401 677,00 €;40,00%;48.381048613578436;2.9494178322159126
76402;Communes;MALAUNAY;Hors thématiques DSIL relance;Travaux de construction d un padel couvert;1 004 393,00 €;301 317,90 €;30,00%;49.52592;1.04549
33097;Communes;CARCANS;Transition écologique;Modernisation des installations de chauffage et des performances thermiques de l’école, la salle des sports et la salle ENAVANS;1 005 270,00 €;201 054,00 €;20,00%;45.085103;-1.055088
200043123;EPCI;Auray Quiberon Terre Atlantique;Résilience Sanitaire;Modification du schéma hydraulique avec dévoiement du réseau de refoulement et renouvellement des réseaux d'eaux usées sur le secteur de Kerbourgnec à Saint-Pierre-Quiberon;1 009 000,00 €;151 350,00 €;15,00%;47.670409590466825;-3.0115582305191384
33550;Communes;Villenave d’Ornon;Préservation du patrimoine;Rénovation de l’église Saint-Martin;1 010 917,00 €;303 275,00 €;30,00%;44.77508;-0.55453
66136;Communes;Perpignan;Résilience Sanitaire;continuité d’aménagement des locaux de vie étudiante du campus Mailly;1 013 000,00 €;560 000,00 €;55,28%;42.7029999;2.902863
1;Autres;Conseil départemental de l'Ain;Préservation du patrimoine;ravaux de réparation et de réhabilitation, de mise en accessibilité et de réfection du système de sécurité incendie du Parlement de la Dombes ;1 014 139,00 €;167 287,00 €;16,50%;46.20220458572774;5.221504593041939
17273;Communes;PERIGNAC;Résilience sanitaire;Création d'une maison de santé;1 016 990,37 €;152 549,00 €;24,83%;45.634442;-0.454964
200039915;EPCI;Communauté d’agglomération Cannes Pays de Lérins;Transition écologique;Développement de nouveaux usages numériques pour une gestion intelligente des déchets ;1 017 003,55 €;317 000,00 €;31,17%;43.550287128958914;6.962669820573236
85154;Communes;MOUILLERON-SAINT-GERMAIN;Transition écologique;Revitalisation du coeur de bourg avec la construction de commerces, d’équipements publics et de logements. - Tranche 1 : acquisition – démolition;1 020 293,07 €;331 234,00 €;32,46%;46.684976;-0.834229
83081;Communes;MONTAUROUX;Résilience Sanitaire;Maison de santé du Pays de Fayence : Site de Montauroux;1 020 505,00 €;408 202,00 €;40,00%;43.61838534654212;6.765711915074795
241200567;EPCI;Communauté de communes Millau Grands Causses;Transition écologique;réfection de la passerelle fixe de la Maladerie;1 020 710,00 €;600 000,00 €;58,78%;44.09788631153294;3.0787374954972924
79236;Communes;ST ANDRE SUR SEVRE;Transition écologique;Réhabilitation incluant une rénovation thermique de la salle polyvalente communale;1 025 804,00 €;350 000,00 €;34,12%;46.780377;-0.693607
30341;Communes;Vauvert ;Transition écologique;Aménagement du jardin Grégoire;1 030 910,00 €;309 273,00 €;30,00%;43.6390232;4.2850382
73179;Communes;La Motte-Servolex;Transition écologique;rénovation énergétique du gymnase P. de Coubertin et pose de panneaux photovoltaïques;1 031 170,00 €;232 000,00 €;22,50%;45.606919;5.865595
31462;Communes;Rouffiac-Tolosan;Résilience Sanitaire;réhabilitation d’un bâtiment pour accueillir la maison des associations;1 031 700,00 €;250 000,00 €;24,23%;43.664746;1.521834
42188;Communes;ROANNE;Transition écologique;Rénovation énergétique du groupe scolaire Arsenal – phase 2;1 032 000,00 €;206 400,00 €;20,00%;46.020156;4.05543
57488;Communes;Moussey;Transition écologique;Amélioration de la performance énergétique et mise aux normes de la salle socioculturelle;1 032 252,05 €;169 202,00 €;16,39%;48.681218;6.791946
35093;Communes;DINARD ;Résilience Sanitaire;Travaux de réseau séparatif EP/ EU secteur 1 de la  Gare;1 033 333,00 €;826 666,50 €;80,00%;48.624171;-2.056041
63178;Communes;Issoire;Préservation du patrimoine;Travaux de requalification des parcs Cassin et Roux (phases 1 et 2);1 036 515,00 €;259 128,75 €;25,00%;45.543407;3.243035
56147;Communes;Nivillac;Transition écologique;Construction de 8 classes élémentaires tranche 2;1 037 169,00 €;100 000,00 €;9,64%;47.532373;-2.258601
29193;Communes;PLOUGOURVEST;Transition écologique;déconstruction et reconstruction de la salle polyvalente intergénérationnelle Le Pouldu;1 043 000,00 €;100 000,00 €;19,18%;48.552106;-4.069321
8480;Communes;VILLERS-SEMEUSE;Résilience Sanitaire;Construction d’une micro-crèche;1 043 100,00 €;412 840,00 €;39,58%;49.743894;4.746043
243500782;EPCI;SAINT MALO AGGLOMERATION ;Résilience Sanitaire;Opérations de modernisation et de renouvellement du réseau d’assainissement communautaire (Cancale, St Malo, St Coulomb, St Méloir,Hirel, St Père);1 045 000,00 €;522 500,00 €;50,00%;48.674939723178106;-1.8651801776234136
31187;Communes;Fonsorbes;Préservation du patrimoine;réhabilitation et extension du gymnase de Cantelauze;1 045 220,00 €;300 000,00 €;28,70%;43.533432;1.24053
42302;Communes;SORBIERS;Transition écologique;Rénovation et réaménagement de la mairie;1 047 634,00 €;210 000,00 €;20,05%;45.498;4.441196
29112;Communes;LANILDUT;Résilience Sanitaire;Aménagement d’une maison médicale;1 050 000,00 €;80 000,00 €;7,62%;48.478632;-4.739105
200067932;EPCI;Golfe du Morbihan Vannes Agglomération;Résilience Sanitaire;Plougoumelen - réhabilitation du réseau d'assainissement;1 050 000,00 €;126 000,00 €;12,00%;47.642626644132775;-2.7505057703202556
200043123;EPCI;Auray Quiberon Terre Atlantique;Résilience Sanitaire;Réhabilitation du réseau d'eaux usées, BV des postes de refoulement Pen Er Ster et des écoles à Saint-Philibert;1 051 900,00 €;157 785,00 €;15,00%;47.6704800317865;-3.0115059271662195
246600548;EPCI;Communauté des Communes Haut Vallespir;Résilience Sanitaire;Aménagement des maisons de santé du Haut Vallespir - Prats de Mollo et Arles-sur-Tech;1 054 894,00 €;365 400,00 €;34,64%;42.45557205006907;2.6309243298587046
200070092;EPCI;Communauté d'agglomération du libournais;Résilience sanitaire;Travaux de renouvellement de réseaux d’eau potable à Libourne;1 055 238,00 €;158 285,70 €;15,00%;44.913851123466074;-0.24583078962135363
42094;Communes;Feurs;Transition écologique;Réhabilitation des nouveaux services techniques;1 057 051,00 €;317 115,00 €;30,00%;45.741059;4.240357
66149;Communes;Prades ;Préservation du patrimoine;réaménagement de locaux de l’ancien tribunal pour le retour en centre ville de l’hôtel de ville;1 057 372,53 €;320 000,00 €;30,26%;42.6175066;2.42931
65025;Communes;Argeles Gazost;Résilience Sanitaire;création d’une maison médicale pluridisciplinaire ;1 059 510,00 €;300 000,00 €;28,31%;43.005379;-0.094271
200069532;EPCI;COMMUNAUTÉ D’AGGLOMÉRATION LISIEUX NORMANDIE;Résilience Sanitaire;Interconnexions pour sécuriser la ressource en eau potable à Livarot (travaux urgents);1 061 941,00 €;424 776,40 €;40,00%;49.146145184441856;0.2248778591810132
33243;Communes;LIBOURNE;Transition écologique;Rénovation thermique des classes (5 ans);1 062 266,65 €;318 680,00 €;30,00%;44.921321;-0.22899
87060;Communes;Dournazac;Résilience sanitaire;Réhabilitation des réseaux d’assainissement dans le bourg;1 062 800,00 €;150 000,00 €;14,11%;45.633126;0.924175
200067460;EPCI;Loudéac Communauté centre Bretagne;Résilience Sanitaire;Construction d’une station d’épuration à Plumieux;1 064 105,00 €;250 000,00 €;23,49%;48.177688125609556;-2.7591369461071853
44047;Communes;COUERON;Transition écologique;Réhabilitation du gymnase Léo Lagrange;1 065 090,00 €;200 000,00 €;18,78%;47.231751;-1.7056
2558;Communes;LE NOUVION EN THIÉRACHE;Transition écologique;Reconstruction de la piscine extérieure;1 068 121,00 €;534 060,50 €;50,00%;50.027022;3.775938
76709;Communes;TRAIT (LE);Hors thématiques DSIL relance;Réalisation de locaux périscolaires;1 069 029,75 €;213 805,95 €;20,00%;49.484355;0.804198
33003;Communes;Ambares et Lagrave;Préservation du patrimoine;Restauration de la Vieille Halle et de l’Église Saint-Pierre;1 069 399,41 €;320 819,82 €;30,00%;44.938275;-0.490521
244400644;EPCI;CA DE LA REGION NAZAIRIENNE ET DE L'ESTUAIRE;Préservation du patrimoine;Préservation et valorisation de l’Espadon;1 070 000,00 €;428 000,00 €;40,00%;47.28582173087886;-2.2124271343135753
42271;Communes;Saint Paul en Jarez;Transition écologique;Dépollution et requalification d’une friche industrielle;1 073 000,00 €;276 200,00 €;25,74%;45.479515;4.553967
a711880021;Autres;Nièvre Aménagement;Transition écologique;Aménagement des continuités cyclables entre nevers et marzy et entre nevers et varennes vauzelles.;1 075 000,00 €;161 170,00 €;14,99%;46.98869831887015;3.162408844154834
51230;Communes;EPERNAY;Transition écologique;Coulée verte (3ème tranche);1 076 000,00 €;430 400,00 €;40,00%;49.040236;3.960527
200073393;EPCI;CC du Haut Allier ;Transition écologique;aménagement de l’îlot Saint Joseph à Langogne;1 078 996,00 €;530 123,00 €;49,13%;44.726819193111574;3.85720693154721
34;Autres;Conseil départemental de l'Hérault;Transition écologique;aménagement voie verte giratoire du ponant la grande motte ;1 080 000,00 €;324 000,00 €;30,00%;43.622809901283645;3.8378795187308734
242900835;EPCI;MORLAIX COMMUNAUTE;Préservation du patrimoine;travaux de préservation et aménagement de la Manufacture des tabacs de Morlaix en lien avec les projets culturels;1 084 441,00 €;400 000,00 €;36,89%;48.583429059546965;-3.8359326823082776
64442;Communes;OLORON-SAINTE-MARIE;Transition écologique;Réhabilitation de la salle Palas (tranche 1) – rénovation et isolation toiture et murs pour économe d’energie ;1 085 300,00 €;434 120,00 €;40,00%;43.178857;-0.610248
46;Autres;Conseil départemental Lot;Préservation du patrimoine;restauration du musée château Jean Lurçat  à Saint Céré;1 086 900,00 €;308 977,00 €;28,43%;44.466311748530536;1.4307030243620983
11069;Communes;Carcassonne   ;Résilience Sanitaire;aménagement de la place Carnot;1 090 000,00 €;417 500,00 €;38,30%;43.206805;2.3494112
200042943;EPCI;CC Cap Corse;Préservation du patrimoine;Création d’un sentier de randonnée sur le territoire du Cap Corse;1 090 490,00 €;436 196,00 €;40,00%;42.776385445318375;9.474343576273208
30348;Communes;Vezenobres;Transition écologique;"aménagement du champ de foire en parc destiné au public – tranche 1
Phase 1 – aménagement du champ de foire (aménagement paysager et création de déplacements doux)";1 091 451,00 €;327 435,00 €;30,00%;44.051005;4.13829
11425;Communes;Villegailhenc;Préservation du patrimoine;réhabilitation des bâtiments publics suite aux inondations de décembre 2018;1 092 122,00 €;430 449,00 €;39,41%;43.269234;2.35485
69266;Communes;VILLEURBANNE;Transition écologique;Requalification thermique et mise en accessibilité du groupe scolaire Louis Armand;1 097 000,00 €;329 100,00 €;30,00%;45.7689777;4.890035
33352;Communes;La Réole;Préservation du patrimoine;Aménagement urbain de l’axe commercial rue A. Caduc – Place de la Libération;1 100 000,00 €;440 000,00 €;40,00%;44.586255;-0.043486
245400262;EPCI;Communauté d’Agglomération de Longwy;Résilience Sanitaire;Mise en conformité du système d’assainissement de LAIX;1 100 000,00 €;440 000,00 €;40,00%;49.50074013664149;5.747483374591745
200040715;EPCI;Grenoble Alpes Métropole;Transition écologique;Renouvellement de la flotte de véhicules techniques de GAM circulant dans la ZFE;1 100 000,00 €;275 000,00 €;25,00%;45.18878058221124;5.739325573160776
245400676;EPCI;Métropole du Grand Nancy;Préservation du patrimoine;Voie verte du Fonteno à Jarville-la-Malgrange;1 100 000,00 €;164 331,00 €;14,94%;48.68592855828241;6.174825828056098
21599;Communes;Selongey;Transition écologique;Rénovation thermique du gymnase;1 100 969,43 €;470 000,00 €;42,69%;47.586253;5.184181
44041;Communes;CHEVROLIERE;Préservation du patrimoine;Aménagement  et requalification de Passay;1 102 224,63 €;200 000,00 €;18,15%;47.088996;-1.599732
33167;Communes;Floirac;Préservation du patrimoine;Réfection partielle du Château du Castel;1 105 000,00 €;181 500,00 €;16,43%;44.834054;-0.520605
46;Autres;EPHAD de Montcuq;Résilience Sanitaire;mise au normes et rénovation de l’EPHAD Les résidences du Quercy Blanc;1 106 000,00 €;442 400,00 €;40,00%;44.3370826620726;1.2065374916731515
62555;Communes;MARLES-les-MINES;Préservation du patrimoine;Restauration de l’église Saint-Vaast;1 115 168,29 €;223 033,66 €;20,00%;50.504519;2.505582
59418;Communes;Mortagne du Nord;Résilience Sanitaire;Construction d’une maison de santé Pluridisciplinaire;1 115 650,00 €;90 000,00 €;38,07%;50.501537;3.45217
63291;Communes;Puy-Guillaume;Hors thématiques DSIL relance;réhabilitation de l’hôtel restaurant de Maris;1 116 000,00 €;334 800,00 €;30,00%;45.961648;3.491778
200040277;EPCI;CA du Pays de Dreux;Résilience Sanitaire;Extension de la collecte d’assainissement à Cherville;1 119 072,00 €;70 000,00 €;6,26%;48.73666771097525;1.3701537237071189
17185;Communes;LE GUA;Résilience sanitaire;Construction d’une maison de santé;1 120 444,24 €;336 133,00 €;37,04%;45.727408;-0.948348
242900314;EPCI;BREST METROPOLE;Transition écologique;Aménagements cyclables développement d’infrastructures en faveur de la mobilité;1 122 200,00 €;410 000,00 €;49,90%;48.39383415844431;-4.483000422630234
200035327;EPCI;CC Cazals Salviac;Préservation du patrimoine;rénovation et agrandissement de l’école Dégagnac;1 125 976,00 €;500 000,00 €;44,41%;44.68142227031849;1.2639125577550747
97608;Communes;DZAOUDZI-LABATTOIR;Hors thématiques DSIL relance;Travaux d’aménagement de la place publique des Badamiers;1 127 005,00 €;362 439,75 €;32,16%;-12.783761;45.276636
82121;Communes;Montauban;Transition écologique;ACV – travaux d’aménagement de la place Nationale;1 129 568,00 €;282 392,00 €;25,00%;44.020606;1.365769
246600449;EPCI;Communauté des Communes des Aspres ;Préservation du patrimoine;création d’espaces de réception à la villa Palauda à Thuyr;1 130 080,00 €;339 024,00 €;30,00%;42.63434027020935;2.757910748671528
65100;Communes;Lourdes;Préservation du patrimoine; Travaux d’urgence et de consolidation du sacré coeur ;1 131 317,00 €;452 526,00 €;40,00%;43.10476645;-0.046139
